path,ext,size,status,rationale
research/shaam-breda.html,.html,1262,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research/circle-of-care-live-map.js,.js,16001,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
research/circle-of-care-25km-original.html,.html,53292,REVIEW_EXTERNAL_REFERENCES,72 external URL(s)
research/circle-of-care.js,.js,8014,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research/research.css,.css,9289,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research/global-savior-atlas.html,.html,1260,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research/research.js,.js,23467,REVIEW_EXTERNAL_REFERENCES,23 external URL(s); rights/license wording detected
research/savior-investigation.css,.css,2641,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
assets/druze-hikma-manuscript.jpg,.jpg,530794,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/hallaj-execution-mughal.webp,.webp,666122,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/druze-mithaq-wali-zaman.jpg,.jpg,465799,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/reiderland-map-1842.jpg,.jpg,807183,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/al-hakim-mosque-cairo.jpg,.jpg,957991,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
tools/qa_arabic_master.py,.py,1444,REVIEW,unclassified file type
data/daily-identity.json,.json,1159,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/luxdot-calendar-2026.json,.json,280102,REVIEW_EXTERNAL_REFERENCES,62 external URL(s); rights/license wording detected
data/research-media.json,.json,18022,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 14 external URL(s)
data/i18n-coverage.json,.json,32417,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/witness-public.json,.json,3,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/research-taxonomy.json,.json,5017,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/care-points.json,.json,46598,REVIEW_EXTERNAL_REFERENCES,70 external URL(s)
data/media-news.json,.json,55117,REVIEW_EXTERNAL_REFERENCES,31 external URL(s)
data/chaam-genealogy.json,.json,31377,REVIEW_EXTERNAL_REFERENCES,9 external URL(s)
data/witness-schema.json,.json,2929,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
data/care-points.js,.js,37798,REVIEW_EXTERNAL_REFERENCES,70 external URL(s)
data/luxdot-timeline.json,.json,2052,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/memory-atlas.json,.json,21245,REVIEW_EXTERNAL_REFERENCES,29 external URL(s)
data/knowledge-inventory-v4.16.3.json,.json,99625,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/transparency-manifest.json,.json,384,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
data/radio-hourly-ident.json,.json,2806,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
functions/api/transparency.js,.js,6605,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
docs/architecture/CURRENT_BUILD_RECONCILIATION_v4_16_2.md,.md,3508,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
docs/architecture/Roadmap.md,.md,1658,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
docs/architecture/Architecture.md,.md,2052,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
docs/architecture/KNOWLEDGE_INVENTORY_RECONCILIATION_v4_16_3.md,.md,10328,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
docs/governance/LUXDOT_COMMONS_STEWARDSHIP_POLICY_DRAFT_v0_1.md,.md,5241,LIKELY_PROJECT_AUTHORED,license-marker:AGPL; license-marker:CC; local text/code; no external URL detected; rights/license wording detected
docs/governance/SOCIAL_RETURN_PLEDGE_DRAFT.md,.md,798,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
assets/research-media/chaam-antonius.webp,.webp,60314,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/java-manuscript.svg,.svg,1002,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/passport-syrian-redacted.jpg,.jpg,126355,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/kevelaer-gnadenkapelle.webp,.webp,216294,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/burckhardt.webp,.webp,45866,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/hoogstraten.webp,.webp,69378,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/polleke.jpg,.jpg,153224,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/red-heifer-timeline.svg,.svg,1063,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/red-heifer.svg,.svg,999,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/passport-dutch-redacted.jpg,.jpg,195761,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/pet-goat-analysis.svg,.svg,1032,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/chaam-ledevaert.webp,.webp,135306,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/erasmus.webp,.webp,71500,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/urania.jpg,.jpg,1099457,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/media-stage.svg,.svg,1005,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/alphen-willibrordus.webp,.webp,82630,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/grote-kerk-breda.png,.png,106684,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/hondsdonk.webp,.webp,163328,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/research-media/java-script-grid.svg,.svg,977,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/fusus.png,.png,17567,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/muqaddimah.webp,.webp,8228,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/origin.png,.png,21046,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/totalitarianism.png,.png,22104,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/scientific-revolutions.webp,.webp,12348,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/sophies-world.webp,.webp,7966,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/muqaddimah.png,.png,15218,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/meditations.png,.png,18628,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/origin.webp,.webp,8648,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/genealogy.png,.png,21797,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/genealogy.webp,.webp,8786,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/meditations.webp,.webp,7528,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/scientific-revolutions.png,.png,22703,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/republic.png,.png,16093,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/totalitarianism.webp,.webp,10624,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/republic.webp,.webp,6418,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/karamazov.png,.png,21253,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/karamazov.webp,.webp,9744,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/fusus.webp,.webp,7478,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers-png/sophies-world.png,.png,19097,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/meditations.svg,.svg,898,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/totalitarianism.svg,.svg,890,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/scientific-revolutions.svg,.svg,905,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/republic.svg,.svg,875,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/sophies-world.svg,.svg,886,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/origin.svg,.svg,894,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/genealogy.svg,.svg,894,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/fusus.svg,.svg,899,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/karamazov.svg,.svg,911,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/book-covers/muqaddimah.svg,.svg,876,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/reiderland/kees.jpg,.jpg,102755,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/reiderland/anton.jpg,.jpg,160640,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/reiderland/directors.jpg,.jpg,128735,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/jewish-research/maimonides.jpg,.jpg,353383,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/jewish-research/joseph-karo.jpg,.jpg,1028997,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/jewish-research/ovadia-yosef.jpg,.jpg,59767,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/jewish-research/yitzhak-yosef.jpg,.jpg,182156,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/urania-goltzius.jpg,.jpg,3021882,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/projects.svg,.svg,457,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/nusantara.svg,.svg,460,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/research.svg,.svg,468,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/event.svg,.svg,462,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/person.svg,.svg,470,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/place.svg,.svg,513,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/faith.svg,.svg,448,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/memory.svg,.svg,486,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/library.svg,.svg,470,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs/default.svg,.svg,453,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/faith.png,.png,13757,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/projects.png,.png,13137,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/nusantara.png,.png,12992,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/person.png,.png,13530,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/place.png,.png,19601,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/event.png,.png,14479,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/research.png,.png,11986,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/memory.png,.png,15029,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/library.png,.png,14834,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/thumbs-png/default.png,.png,14525,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/ghouta-silence-60s.wav,.wav,480044,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/ADHAN_README.txt,.txt,83,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected; rights/license wording detected
assets/audio/idents/station-id-en.wav,.wav,272654,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-tr.wav,.wav,262956,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-es.wav,.wav,296304,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-de.wav,.wav,279826,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-nl.wav,.wav,286718,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/hour-strike.wav,.wav,154394,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/README.txt,.txt,488,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
assets/audio/idents/station-id-he.wav,.wav,276742,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-fr.wav,.wav,267994,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-jv.wav,.wav,317618,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/luxdot-signature.wav,.wav,217016,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-id.wav,.wav,308028,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/idents/station-id-ar.wav,.wav,312312,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/memorial/julia-ghabat-shams-alhaq.mp3,.mp3,5134750,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/memorial/heartbeat-song-for-syria.mp3,.mp3,3403693,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/memorial/heal-the-world.mp3,.mp3,5957680,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/memorial/sarkha-child-refugee.mp3,.mp3,3552946,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/memorial/one-day.mp3,.mp3,5123480,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/audio/memorial/youre-not-alone-syria.mp3,.mp3,5786420,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/research/chaam-ledevaert-cemetery.jpg,.jpg,176080,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/maximilian-kolbe.jpg,.jpg,29959,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/maximilian-kolbe-research.jpg,.jpg,144404,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/santanna-monument.jpg,.jpg,543208,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/saint-genis-memorial.jpg,.jpg,2747061,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/kolbe-niepokalanow.jpg,.jpg,133852,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/franciszek-gajowniczek.jpg,.jpg,87626,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/raffy-indies-commemoration.jpg,.jpg,247883,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/edith-stein.jpeg,.jpeg,201032,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/edith-stein-carmel.jpg,.jpg,306137,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/indonesia-proclamation-1945.jpg,.jpg,308435,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/edith-stein-echt-memorial.jpg,.jpg,400231,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/canal-hotel-2003.jpg,.jpg,50415,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/memory/edith-stein-student.jpg,.jpg,1305933,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
assets/images/research/withagen/bergen-1741-map.jpg,.jpg,118206,NEEDS_PROVENANCE,binary/media asset; ownership cannot be inferred safely
research/savior/bahai.html,.html,7377,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/islam-sunni.html,.html,10219,REVIEW_EXTERNAL_REFERENCES,5 external URL(s)
research/savior/daesoon.html,.html,6467,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
research/savior/javanese.html,.html,6846,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
research/savior/jainism.html,.html,6513,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
research/savior/secular-humanism.html,.html,7083,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/dossier-i18n.js,.js,34807,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research/savior/buddhism.html,.html,6949,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/caodai.html,.html,6569,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
research/savior/sikhism.html,.html,6673,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
research/savior/zoroastrianism.html,.html,7121,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/confucian-daoist.html,.html,6888,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/christianity.html,.html,10698,REVIEW_EXTERNAL_REFERENCES,6 external URL(s)
research/savior/islam-twelver.html,.html,7287,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/hinduism.html,.html,6883,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
research/savior/judaism.html,.html,7113,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
